Sample AUC
EBOV_B70 173.8301641449613
EBOV_B71 130.27344144426877
EBOV_B72 312.6448512079891
EBOV_B73 222.02726664053702
EBOV_B74 36.64853305217895
EBOV_B75 189.4312969394138
EBOV_B76 140.241874453045
EBOV_B77 149.98805849404243
EBOV_B78 157.07474246529537
EBOV_B79 103.17813932191521
EBOV_B8 136.16074449661076
EBOV_B80 160.05863846470172
EBOV_B81 155.20599478154222
EBOV_B82 161.39833382380402
EBOV_B83 150.66380734957258
EBOV_B84 158.26271128415792
EBOV_B85 195.3658162104486
EBOV_B86 130.59158837862202
EBOV_B87 233.00625916744283
EBOV_B9 178.77382350034827
EBOV_DC52 277.151075773367
RESTV_B1 363.65747446340634
RESTV_B10 110.41207211840592
RESTV_B11 92.91728798586219
RESTV_B12 89.07571357698369
RESTV_B14 344.0956341465606
RESTV_B15 230.64636696233907
RESTV_B16 330.10600630450193
RESTV_B18 300.3240925782497
RESTV_B2 128.43759921327594
RESTV_B20 229.8799759723714
RESTV_B21 174.85026885066821
RESTV_B22 268.87245693870284
RESTV_B23 219.4233664398389
RESTV_B24 292.6954356639611
RESTV_B26 328.02108442958627
RESTV_B27 74.1053952363406
RESTV_B28 263.2639029705127
RESTV_B29 143.50366368295778
RESTV_B3 89.42627045750744
RESTV_B30 79.98412701400748
RESTV_B31 112.45793576174293
RESTV_B32 84.13266824557276
RESTV_B33 110.42209794453788
RESTV_B34 338.2212870223732
RESTV_B35 93.92562238595853
RESTV_B36 190.0121026263497
RESTV_B37 113.50450712649402
RESTV_B38 52.75881912572289
RESTV_B39 130.98442074942798
RESTV_B4 98.2764987401922
RESTV_B40 301.57224053169693
RESTV_B41 196.2744103738822
RESTV_B42 101.69808173496749
RESTV_B43 216.81444990896574
RESTV_B44 154.79219943126472
RESTV_B45 92.57089873205479
RESTV_B46 226.16349735057943
RESTV_B47 307.4006710699713
RESTV_B48 345.7186261930612
RESTV_B49 312.1612340080972
RESTV_B50 305.8882234745227
RESTV_B51 214.3719328642628
RESTV_B52 190.745630887693
RESTV_B53 190.99558483772975
RESTV_B54 307.81542782448753
RESTV_B55 309.9534907363762
RESTV_B56 202.50124480209234
RESTV_B57 299.21969655944247
RESTV_B58 381.8357529030594
RESTV_B59 87.28473115134956
RESTV_B6 54.5315597945955
RESTV_B60 223.24360018278819
RESTV_B61 186.64537612614666
RESTV_B62 300.1860774075591
RESTV_B63 233.49099494304969
RESTV_B64 334.2158196548941
RESTV_B65 130.9593012262861
RESTV_B66 194.5046740127989
RESTV_B67 190.97047241297193
RESTV_B68 249.30161683823462
RESTV_B69 275.20988629283517
RESTV_B7 11.107859553529554
RESTV_B70 124.8511652569787
RESTV_B71 106.01737981722195
RESTV_B72 388.870518372836
RESTV_B73 203.35953242783896
RESTV_B74 81.05551439170455
RESTV_B75 135.3961683668942
RESTV_B76 190.69844312701352
RESTV_B77 135.28623488443253
RESTV_B78 182.12708676515908
RESTV_B79 96.05590433805106
RESTV_B8 75.87433058257872
RESTV_B80 158.1332264318301
RESTV_B81 114.34900315715801
RESTV_B82 109.295672992993
RESTV_B83 123.05396234049306
RESTV_B84 116.30626266914271
RESTV_B85 345.46722797473257
RESTV_B86 95.797085934286
RESTV_B87 285.13267195455694
RESTV_B9 78.11354563117621
RESTV_DC52 315.55902752179367
SUDV_B1 329.3640495082335
SUDV_B10 314.8675638894259
SUDV_B11 260.14732491628956
SUDV_B12 289.6431681615963
SUDV_B14 354.47926763044575
SUDV_B15 399.726757064094
SUDV_B16 307.5472173851109
SUDV_B18 361.9723909298881
SUDV_B2 240.11575388625036
SUDV_B20 351.1119888131991
SUDV_B21 261.7632120084461
SUDV_B22 346.17808187076935
SUDV_B23 318.0411396101502
SUDV_B24 335.91519603683264
SUDV_B26 345.4723739635507
SUDV_B27 226.9036134631006
SUDV_B28 334.7365959348319
SUDV_B29 297.6939227621741
SUDV_B3 294.0683791438672
SUDV_B30 243.6629281568843
SUDV_B31 305.0938903990434
SUDV_B32 241.02781972698395
SUDV_B33 288.4386114902672
SUDV_B34 315.82354067042195
SUDV_B35 266.925472339514
SUDV_B36 291.453222403951
SUDV_B37 301.77577557407926
SUDV_B38 131.9957542318764
SUDV_B39 330.29610050310544
SUDV_B4 264.79424525143935
SUDV_B40 328.80065551145367
SUDV_B41 321.0010520673228
SUDV_B42 314.96863376059787
SUDV_B43 393.179901223953
SUDV_B44 366.4027990312445
SUDV_B45 254.3956011806182
SUDV_B46 309.6801684374961
SUDV_B47 374.20310916803805
SUDV_B48 384.67055053337197
SUDV_B49 401.36169885398795
SUDV_B50 328.6832571979103
SUDV_B51 316.96619118085795
SUDV_B52 350.1819650173883
SUDV_B53 332.35646573600036
SUDV_B54 380.6423895562653
SUDV_B55 399.8723150481768
SUDV_B56 375.69470247262154
SUDV_B57 338.045738295658
SUDV_B58 338.5574178841709
SUDV_B59 222.0545477013631
SUDV_B6 240.01103464169373
SUDV_B60 377.8420920889244
SUDV_B61 249.07071915320762
SUDV_B62 342.86163913782065
SUDV_B63 340.17005022132525
SUDV_B64 273.86214931741284
SUDV_B65 269.00328397888313
SUDV_B66 388.8625260692418
SUDV_B67 398.80400444835544
SUDV_B68 376.7944653093857
SUDV_B69 325.2197540816327
SUDV_B7 34.42934792526121
SUDV_B70 269.9092756332802
SUDV_B71 397.77585263449924
SUDV_B72 293.92978068516067
SUDV_B73 394.74870633965133
SUDV_B74 193.17383068301942
SUDV_B75 376.05396482803627
SUDV_B76 374.12253705224055
SUDV_B77 377.0650810215618
SUDV_B78 326.6318473868198
SUDV_B79 404.67278308838945
SUDV_B8 252.34929653555747
SUDV_B80 387.5498706951215
SUDV_B81 291.89288955774657
SUDV_B82 289.2798268760037
SUDV_B83 369.2742924079479
SUDV_B84 313.17147061368314
SUDV_B85 340.9535281807211
SUDV_B86 351.6238858519706
SUDV_B87 316.66164529388504
SUDV_B9 219.4842306368639
SUDV_DC52 362.3823585077752
TAFV_B1 358.67584237829857
TAFV_B10 267.68188159342367
TAFV_B11 234.94483915113483
TAFV_B12 291.26954776002117
TAFV_B14 305.98083735285525
TAFV_B15 350.4312985807246
TAFV_B16 359.73043492385233
TAFV_B18 371.9505715489304
TAFV_B2 304.31229804316195
TAFV_B20 287.6755976686536
TAFV_B21 248.22704534762784
TAFV_B22 272.86931249805485
TAFV_B23 295.92631283619255
TAFV_B24 359.50872287793493
TAFV_B26 329.72421934208876
TAFV_B27 189.3158760286752
TAFV_B28 328.70080501474314
TAFV_B29 300.147518186657
TAFV_B3 298.3214248033273
TAFV_B30 221.12248755448522
TAFV_B31 227.71696945228427
TAFV_B32 179.75649410402048
TAFV_B33 207.142115736689
TAFV_B34 313.6365460841589
TAFV_B35 176.61817483055984
TAFV_B36 297.7909190096608
TAFV_B37 235.56696153851922
TAFV_B38 95.87036907481077
TAFV_B39 294.0667458113433
TAFV_B4 260.7779412438655
TAFV_B40 338.67071859366786
TAFV_B41 265.9655160273836
TAFV_B42 243.0365164439789
TAFV_B43 309.56554717755887
TAFV_B44 211.38807591998093
TAFV_B45 229.28308347871481
TAFV_B46 272.9595726877502
TAFV_B47 328.5189252830438
TAFV_B48 332.7193901032231
TAFV_B49 369.99181259345085
TAFV_B50 343.481027677846
TAFV_B51 267.1902010709746
TAFV_B52 251.28677021047753
TAFV_B53 269.22548039657113
TAFV_B54 272.38870147506395
TAFV_B55 303.24881312141287
TAFV_B56 270.3559848890205
TAFV_B57 288.5731333438272
TAFV_B58 292.1033150359507
TAFV_B59 277.94743006134183
TAFV_B6 189.17827633858525
TAFV_B60 313.6591209387208
TAFV_B61 245.98004701181168
TAFV_B62 325.21644029997753
TAFV_B63 307.3260743954088
TAFV_B64 359.05243926335595
TAFV_B65 211.41040162690442
TAFV_B66 285.9782465239294
TAFV_B67 317.39483266062587
TAFV_B68 360.7194098334291
TAFV_B69 362.05172366804777
TAFV_B7 42.98916249003472
TAFV_B70 285.96768351202456
TAFV_B71 268.90456039470143
TAFV_B72 339.9961410376289
TAFV_B73 296.04031890449716
TAFV_B74 183.9413926111803
TAFV_B75 271.29109369743134
TAFV_B76 268.8729372645889
TAFV_B77 246.84955636623684
TAFV_B78 258.07838887495126
TAFV_B79 253.57591752604708
TAFV_B8 251.39267814523774
TAFV_B80 210.3433813010854
TAFV_B81 272.9612361549829
TAFV_B82 262.8573383728307
TAFV_B83 251.0708827823599
TAFV_B84 245.45986940149157
TAFV_B85 277.57189942796686
TAFV_B86 227.69523571285896
TAFV_B87 281.1290523337966
TAFV_B9 269.1600423278174
TAFV_DC52 341.23925274010304
LLOV_B1 316.13399071277144
LLOV_B10 186.47083836573026
LLOV_B11 196.3091876376703
LLOV_B12 177.05592315404002
LLOV_B14 240.41906793807124
LLOV_B15 208.969115845436
LLOV_B16 265.83269378364395
LLOV_B18 331.87839954088025
LLOV_B2 162.89639896121423
LLOV_B20 232.66186015870807
LLOV_B21 135.79521567899613
LLOV_B22 229.67813370646724
LLOV_B23 266.5074085396165
LLOV_B24 304.8932863744411
LLOV_B26 285.1515660487343
LLOV_B27 141.5490657580977
LLOV_B28 261.790224912586
LLOV_B29 211.09232203073512
LLOV_B3 266.1193078830433
LLOV_B30 159.42249990707515
LLOV_B31 190.9404289738157
LLOV_B32 177.52169266423073
LLOV_B33 238.25916619977085
LLOV_B34 319.76363614722646
LLOV_B35 211.06734562893675
LLOV_B36 284.80685942742303
LLOV_B37 223.86706845648297
LLOV_B38 109.1347312532065
LLOV_B39 274.0952809439936
LLOV_B4 185.64227657591803
LLOV_B40 333.6202727263807
LLOV_B41 286.4261943431724
LLOV_B42 151.82619251878077
LLOV_B43 239.18568590548617
LLOV_B44 229.23751619804798
LLOV_B45 193.03166518755472
LLOV_B46 257.9431495116402
LLOV_B47 302.44594389204315
LLOV_B48 294.5126608624811
LLOV_B49 279.42768115999917
LLOV_B50 297.29012192000334
LLOV_B51 194.848763896149
LLOV_B52 209.60850552747556
LLOV_B53 216.7921522180034
LLOV_B54 270.19729284834074
LLOV_B55 282.4420909513931
LLOV_B56 213.12951827763152
LLOV_B57 266.8911733819791
LLOV_B58 302.46785889458175
LLOV_B59 201.1624552393751
LLOV_B6 201.39824391736224
LLOV_B60 306.31377614940146
LLOV_B61 286.85359659733996
LLOV_B62 307.1414921309423
LLOV_B63 277.22099134416555
LLOV_B64 280.5853512632857
LLOV_B65 177.33058528098067
LLOV_B66 228.0469422859987
LLOV_B67 267.52933179487013
LLOV_B68 271.32811815125655
LLOV_B69 250.23600229358448
LLOV_B7 50.011816344803314
LLOV_B70 200.887093195888
LLOV_B71 213.2446987333067
LLOV_B72 293.3129248512901
LLOV_B73 240.65511109362674
LLOV_B74 188.92712691775512
LLOV_B75 188.02534661870646
LLOV_B76 170.90441588145717
LLOV_B77 146.8820989720913
LLOV_B78 179.73309618941232
LLOV_B79 167.8382638767174
LLOV_B8 149.52472493668188
LLOV_B80 176.32271334596086
LLOV_B81 208.1039368392566
LLOV_B82 192.1400493219925
LLOV_B83 209.17573195965252
LLOV_B84 218.12168819419662
LLOV_B85 263.9111131650742
LLOV_B86 157.30772242117203
LLOV_B87 322.9873232886001
LLOV_B9 215.275878829497
LLOV_DC52 300.4876929312039
MLAV_B1 235.37087665238803
MLAV_B10 116.39316016781927
MLAV_B11 145.52732182947491
MLAV_B12 11.154706093641222
MLAV_B14 215.46607851084454
MLAV_B15 266.5655718551536
MLAV_B16 239.9392704912366
MLAV_B18 183.6742427892515
MLAV_B2 234.17103628735046
MLAV_B20 136.3187673172192
MLAV_B21 248.58401669192182
MLAV_B22 179.49898777441237
MLAV_B23 155.35443000172603
MLAV_B24 224.30665986905112
MLAV_B26 234.57783064668877
MLAV_B27 42.87951770457579
MLAV_B28 216.54414201309316
MLAV_B29 150.45491176634175
MLAV_B3 172.6721935369268
MLAV_B30 112.74272716229916
MLAV_B31 148.3060639708868
MLAV_B32 38.648974309841385
MLAV_B33 77.27663631859092
MLAV_B34 247.84209266085432
MLAV_B35 330.3057684905484
MLAV_B36 205.8556868629328
MLAV_B37 180.55725238563855
MLAV_B38 46.03168798281555
MLAV_B39 160.42052903888194
MLAV_B4 22.926002400341876
MLAV_B40 284.5122700356352
MLAV_B41 165.5664410211974
MLAV_B42 90.29115677100282
MLAV_B43 92.40350844744819
MLAV_B44 62.56031791096061
MLAV_B45 78.44836720590155
MLAV_B46 116.04458559896118
MLAV_B47 254.25018834890645
MLAV_B48 245.1492387291924
MLAV_B49 40.85420870079054
MLAV_B50 235.73755906854666
MLAV_B51 47.5524890635128
MLAV_B52 164.71117255973425
MLAV_B53 222.79536024721494
MLAV_B54 180.09776967669038
MLAV_B55 219.9813336948806
MLAV_B56 167.2816394969335
MLAV_B57 257.34379796586745
MLAV_B58 321.34249065435995
MLAV_B59 17.28749220949834
MLAV_B6 40.00887428666217
MLAV_B60 304.4366602142724
MLAV_B61 139.5474191666251
MLAV_B62 250.13316614678763
MLAV_B63 177.1006143973592
MLAV_B64 263.58684374496556
MLAV_B65 81.28215801422651
MLAV_B66 153.18069080803542
MLAV_B67 205.90826271561608
MLAV_B68 278.9652640880714
MLAV_B69 247.90114486049447
MLAV_B7 12.745848427831369
MLAV_B70 121.00753061504854
MLAV_B71 112.99855516554538
MLAV_B72 346.90465428237786
MLAV_B73 152.40340308694522
MLAV_B74 68.4051049748242
MLAV_B75 161.10580269104534
MLAV_B76 102.7422229081698
MLAV_B77 178.04598590408796
MLAV_B78 122.16691710231288
MLAV_B79 18.83642574304893
MLAV_B8 59.643465744253646
MLAV_B80 206.07688185097916
MLAV_B81 184.33349502422445
MLAV_B82 150.73451998497578
MLAV_B83 161.85217105563413
MLAV_B84 135.9285825676467
MLAV_B85 191.2386053753745
MLAV_B86 163.78225186589603
MLAV_B87 171.30699653129048
MLAV_B9 241.17827493463707
MLAV_DC52 277.2017604418826
